Site Group,Topography Codes,Label,Topography,Morphology,Description
SMALL INTESTINE,"C170-C173,C178-C179","FOLLIC. & MARGINAL LYMPH, NOS",969,9698/3,"Follicular lymphoma, grade 3"
SMALL INTESTINE,"C170-C173,C178-C179","FOLLIC. & MARGINAL LYMPH, NOS",969,9699/3,"Marginal zone B-cell lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",T-CELL LYMPHOMAS,970,9701/3,Sezary syndrome
SMALL INTESTINE,"C170-C173,C178-C179",T-CELL LYMPHOMAS,970,9702/3,"Mature T-cell lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",T-CELL LYMPHOMAS,970,9705/3,Angioimmunoblastic T-cell lymphoma
SMALL INTESTINE,"C170-C173,C178-C179",OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type"
SMALL INTESTINE,"C170-C173,C178-C179",OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9715/3,"Anaplastic large cell lymphoma, ALK negative"
SMALL INTESTINE,"C170-C173,C178-C179",OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9717/3,Intestinal T-cell lymphoma
SMALL INTESTINE,"C170-C173,C178-C179",OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9719/3,"NK/T-cell lymphoma, nasal and nasal-type"
SMALL INTESTINE,"C170-C173,C178-C179",PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood
SMALL INTESTINE,"C170-C173,C178-C179",PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9727/3,"Precursor cell lymphoblastic lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9728/3,Precursor B-cell lymphoblastic lymphoma
SMALL INTESTINE,"C170-C173,C178-C179",PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9729/3,Precursor T-cell lymphoblastic lymphoma
SMALL INTESTINE,"C170-C173,C178-C179",PLASMA CELL TUMORS,973,9731/3,"Plasmacytoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",PLASMA CELL TUMORS,973,9734/3,"Plasmacytoma, extramedullary"
SMALL INTESTINE,"C170-C173,C178-C179",PLASMA CELL TUMORS,973,9735/3,Plasmablastic lymphoma
SMALL INTESTINE,"C170-C173,C178-C179",PLASMA CELL TUMORS,973,9737/3,ALK positive large B-cell lymphoma
SMALL INTESTINE,"C170-C173,C178-C179",PLASMA CELL TUMORS,973,9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ
SMALL INTESTINE,"C170-C173,C178-C179",MAST CELL TUMORS,974,9740/3,Mast cell sarcoma
SMALL INTESTINE,"C170-C173,C178-C179",MAST CELL TUMORS,974,9741/3,Malignant mastocytosis
SMALL INTESTINE,"C170-C173,C178-C179",MAST CELL TUMORS,974,9749/3,Erdhiem-Chester Disease
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9750/3,Malignant histiocytosis
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9751/3,"Langerhans cell histiocytosis, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9754/3,"Langerhans cell histiocytosis, disseminated"
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9755/3,Histiocytic sarcoma
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9756/3,Langerhans cell sarcoma
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9757/3,Interdigitating dendritic cell sarcoma
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9758/3,Follicular dendritic cell sarcoma
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9759/3,Fibroblastic reticular cell tumor
SMALL INTESTINE,"C170-C173,C178-C179",IMMUNOPROLIFERATIVE DISEASES,976,9764/3,Immunoproliferative small intestinal disease
SMALL INTESTINE,"C170-C173,C178-C179",IMMUNOPROLIFERATIVE DISEASES,976,9766/3,"Lymphomatoid granulomatosis, grade 3"
SMALL INTESTINE,"C170-C173,C178-C179",PRECURSOR LYMPHOID NEOPLASMS,981,9811/3,"B lymphoblastic leukemia/lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",PRECURSOR LYMPHOID NEOPLASMS,981,9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1
SMALL INTESTINE,"C170-C173,C178-C179",PRECURSOR LYMPHOID NEOPLASMS,981,9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged
SMALL INTESTINE,"C170-C173,C178-C179",PRECURSOR LYMPHOID NEOPLASMS,981,9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)
SMALL INTESTINE,"C170-C173,C178-C179",PRECURSOR LYMPHOID NEOPLASMS,981,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy
SMALL INTESTINE,"C170-C173,C178-C179",PRECURSOR LYMPHOID NEOPLASMS,981,9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)
SMALL INTESTINE,"C170-C173,C178-C179",PRECURSOR LYMPHOID NEOPLASMS,981,9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH
SMALL INTESTINE,"C170-C173,C178-C179",PRECURSOR LYMPHOID NEOPLASMS,981,9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)
SMALL INTESTINE,"C170-C173,C178-C179",PRECURSOR LYMPHOID NEOPLASMS,981,9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like"
SMALL INTESTINE,"C170-C173,C178-C179","LYMPHOID LEUKEMIA, NOS",982,9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma
SMALL INTESTINE,"C170-C173,C178-C179",PROLYMPH/PRECURS LEUKEMIA,983,9831/3,T-cell large granular lymphocytic leukemia
SMALL INTESTINE,"C170-C173,C178-C179",PROLYMPH/PRECURS LEUKEMIA,983,9837/3,T lymphoblastic leukemia/lymphoma
SMALL INTESTINE,"C170-C173,C178-C179",CHRONIC MYELOPROLIFERATIVE DIS.,996,9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement
SMALL INTESTINE,"C170-C173,C178-C179",CHRONIC MYELOPROLIFERATIVE DIS.,996,9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities
SMALL INTESTINE,"C170-C173,C178-C179",MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9971/3,Polymorphic PTLD
SMALL INTESTINE,"C170-C173,C178-C179",MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASM,800,8000/3,"Neoplasm, malignant"
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASM,800,8001/3,"Tumor cells, malignant"
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASM,800,8002/3,"Malignant tumor, small cell type"
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASM,800,8003/3,"Malignant tumor, giant cell type"
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASM,800,8004/3,"Malignant tumor, spindle cell type"
SMALL INTESTINE,"C170-C173,C178-C179",NEOPLASM,800,8005/3,"Malignant tumor, clear cell type"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, NOS",801,8010/2,"Carcinoma in situ, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, NOS",801,8010/3,"Carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, NOS",801,8011/3,"Epithelioma, malignant"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, NOS",801,8012/3,"Large cell carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, NOS",801,8013/3,Large cell neuroendocrine carcinoma
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, NOS",801,8014/3,Large cell carcinoma with rhabdoid phenotype
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, NOS",801,8015/3,Glassy cell carcinoma
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, UNDIFF., NOS",802,8020/3,"Carcinoma, undifferentiated type, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, UNDIFF., NOS",802,8021/3,"Carcinoma, anaplastic type, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOMA, UNDIFF., NOS",802,8022/3,Pleomorphic carcinoma
SMALL INTESTINE,"C170-C173,C178-C179",GIANT & SPINDLE CELL CARCINOMA,803,8030/3,Giant cell and spindle cell carcinoma
SMALL INTESTINE,"C170-C173,C178-C179",GIANT & SPINDLE CELL CARCINOMA,803,8031/3,Giant cell carcinoma
SMALL INTESTINE,"C170-C173,C178-C179",GIANT & SPINDLE CELL CARCINOMA,803,8032/3,Spindle cell carcinoma
SMALL INTESTINE,"C170-C173,C178-C179",GIANT & SPINDLE CELL CARCINOMA,803,8033/3,Pseudosarcomatous carcinoma
SMALL INTESTINE,"C170-C173,C178-C179",GIANT & SPINDLE CELL CARCINOMA,803,8034/3,Polygonal cell carcinoma
SMALL INTESTINE,"C170-C173,C178-C179",GIANT & SPINDLE CELL CARCINOMA,803,8035/3,Carcinoma with osteoclast-like giant cells
SMALL INTESTINE,"C170-C173,C178-C179","SMALL CELL CARCINOMA, NOS",804,8041/3,"Small cell carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","SMALL CELL CARCINOMA, NOS",804,8043/3,"Small cell carcinoma, fusiform cell"
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY CARCINOMA, NOS",805,8050/2,Papillary carcinoma in situ
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY CARCINOMA, NOS",805,8050/3,"Papillary carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY CARCINOMA, NOS",805,8051/3,"Verrucous carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY CARCINOMA, NOS",805,8052/2,"Papillary squamous cell carcinoma, non-invasive"
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY CARCINOMA, NOS",805,8052/3,Papillary squamous cell carcinoma
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8070/2,"Squamous cell carcinoma in situ, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8070/3,"Squamous cell carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8071/3,"Sq. cell carcinoma, keratinizing, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8072/3,"Sq. cell carcinoma, lg. cell, non-ker."
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8073/3,"Sq. cell carcinoma, sm. cell, non-ker."
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8074/3,"Sq. cell carcinoma, spindle cell"
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8075/3,"Squamous cell carcinoma, adenoid"
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8076/2,Sq. cell carc. in situ with question. stromal invas.
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8076/3,"Sq. cell carcinoma, micro-invasive"
SMALL INTESTINE,"C170-C173,C178-C179","SQUAMOUS CELL CARCINOMA, NOS",807,8078/3,Squamous cell carcinoma with horn formation
SMALL INTESTINE,"C170-C173,C178-C179","ADENOCARCINOMA, NOS",814,8140/2,Adenocarcinoma in situ
SMALL INTESTINE,"C170-C173,C178-C179","ADENOCARCINOMA, NOS",814,8140/3,"Adenocarcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","ADENOCARCINOMA, NOS",814,8141/3,Scirrhous adenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179","ADENOCARCINOMA, NOS",814,8143/3,Superficial spreading adenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179","ADENOCARCINOMA, NOS",814,8145/3,"Carcinoma, diffuse type"
SMALL INTESTINE,"C170-C173,C178-C179","ADENOCARCINOMA, NOS",814,8147/3,Basal cell adenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179",ENDOCRINOMAS,815,8152/3,"Glucagonoma, malignant"
SMALL INTESTINE,"C170-C173,C178-C179",ENDOCRINOMAS,815,8154/3,Mixed neuroendocrine non-neuroendocrine neoplasm
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. IN ADENOMA. POLYP,821,8210/2,Adenocarcinoma in situ in adenomatous polyp
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. IN ADENOMA. POLYP,821,8210/3,Adenocarcinoma in adenomatous polyp
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. IN ADENOMA. POLYP,821,8211/3,Tubular adenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. IN ADENOMA. POLYP,821,8213/3,Serrated adenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA IN FAMIL POLYP COLI,822,8220/2,Adenocarcinoma in situ in familial polyp. coli
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA IN FAMIL POLYP COLI,822,8220/3,Adenocarcinoma in adenoma. polyposis coli
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA IN FAMIL POLYP COLI,822,8221/2,Adenocarc. in situ in mult. adenomatous polyps
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA IN FAMIL POLYP COLI,822,8221/3,Adenocarcinoma in mult. adenomatous polyps
SMALL INTESTINE,"C170-C173,C178-C179","SOLID CARCINOMA, NOS",823,8230/2,"Duct carcinoma in situ, solid type"
SMALL INTESTINE,"C170-C173,C178-C179","SOLID CARCINOMA, NOS",823,8230/3,"Solid carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","SOLID CARCINOMA, NOS",823,8231/3,Carcinoma simplex
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOID TUMOR, MALIGNANT",824,8240/3,"Carcinoid tumor, malignant"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOID TUMOR, MALIGNANT",824,8241/3,Enterochromaffin cell carcinoid
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOID TUMOR, MALIGNANT",824,8242/3,"Enterochromaffin-like cell tumor, malignant"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOID TUMOR, MALIGNANT",824,8243/3,Goblet cell carcinoid
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOID TUMOR, MALIGNANT",824,8244/3,Composite carcinoid
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOID TUMOR, MALIGNANT",824,8245/3,Adenocarcinoid tumor
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOID TUMOR, MALIGNANT",824,8246/3,Neuroendocrine carcinoma
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOID TUMOR, MALIGNANT",824,8249/3,Neuroendocrine tumor
SMALL INTESTINE,"C170-C173,C178-C179",BRONCHIOLO-ALVEOLAR ADENOCA.,825,8255/3,Adenocarcinoma with mixed subtypes
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY ADENOCARCINOMA, NOS",826,8260/3,"Papillary adenocarcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY ADENOCARCINOMA, NOS",826,8261/2,Adenocarcinoma in situ in villous adenoma
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY ADENOCARCINOMA, NOS",826,8261/3,Adenocarcinoma in villous adenoma
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY ADENOCARCINOMA, NOS",826,8262/3,Villous adenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY ADENOCARCINOMA, NOS",826,8263/2,Adenocarcinoma in situ in tubulovillous adenoma
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY ADENOCARCINOMA, NOS",826,8263/3,Adenocarcinoma in tubulovillous adenoma
SMALL INTESTINE,"C170-C173,C178-C179","PAPILLARY ADENOCARCINOMA, NOS",826,8265/3,"Micropapillary carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",MUCOEPIDERMOID CARCINOMA,843,8430/3,Mucoepidermoid carcinoma
SMALL INTESTINE,"C170-C173,C178-C179","CYSTADENOCARCINOMA, NOS",844,8440/3,"Cystadenocarcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",MUCINOUS ADENOCARCINOMA,848,8480/3,Mucinous adenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179",MUCINOUS ADENOCARCINOMA,848,8481/3,Mucin-producing adenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179",SIGNET RING CELL CARCINOMA,849,8490/3,Signet ring cell carcinoma
SMALL INTESTINE,"C170-C173,C178-C179","MEDULLARY CARCINOMA, NOS",851,8510/3,"Medullary carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",ACINAR CELL CARCINOMA,855,8550/3,Acinar cell carcinoma
SMALL INTESTINE,"C170-C173,C178-C179",ACINAR CELL CARCINOMA,855,8551/3,Acinar cell cystadenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179",ADENOSQUAMOUS CARCINOMA,856,8560/3,Adenosquamous carcinoma
SMALL INTESTINE,"C170-C173,C178-C179",ADENOSQUAMOUS CARCINOMA,856,8562/3,Epithelial-myoepithelial carcinoma
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. WITH METAPLASIA,857,8570/3,Adenocarcinoma with squamous metaplasia
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. WITH METAPLASIA,857,8571/3,Adenocarcinoma w cartilag. & oss. metaplas.
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. WITH METAPLASIA,857,8572/3,Adenocarcinoma with spindle cell mataplasia
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. WITH METAPLASIA,857,8573/3,Adenocarcinoma with apocrine metaplasia
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. WITH METAPLASIA,857,8574/3,Adenocarcinoma with neuroendocrine differen.
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. WITH METAPLASIA,857,8575/3,"Metaplastic carcinoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",ADENOCA. WITH METAPLASIA,857,8576/3,Hepatoid adenocarcinoma
SMALL INTESTINE,"C170-C173,C178-C179","SARCOMA, NOS",880,8800/3,"Sarcoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","SARCOMA, NOS",880,8801/3,Spindle cell sarcoma
SMALL INTESTINE,"C170-C173,C178-C179","SARCOMA, NOS",880,8802/3,Giant cell sarcoma
SMALL INTESTINE,"C170-C173,C178-C179","SARCOMA, NOS",880,8803/3,Small cell sarcoma
SMALL INTESTINE,"C170-C173,C178-C179","SARCOMA, NOS",880,8804/3,Epithelioid sarcoma
SMALL INTESTINE,"C170-C173,C178-C179","SARCOMA, NOS",880,8805/3,Undifferentiated sarcoma
SMALL INTESTINE,"C170-C173,C178-C179","SARCOMA, NOS",880,8806/3,Desmoplastic small round cell tumor
SMALL INTESTINE,"C170-C173,C178-C179",FIBROMATOUS NEOPLASMS,881,8810/3,"Fibrosarcoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",FIBROMATOUS NEOPLASMS,881,8811/3,Fibromyxosarcoma
SMALL INTESTINE,"C170-C173,C178-C179",FIBROMATOUS NEOPLASMS,881,8813/3,Fascial fibrosarcoma
SMALL INTESTINE,"C170-C173,C178-C179",FIBROMATOUS NEOPLASMS,881,8814/3,Infantile fibrosarcoma
SMALL INTESTINE,"C170-C173,C178-C179",FIBROMATOUS NEOPLASMS,881,8815/3,"Solitary fibrous tumor, malignant"
SMALL INTESTINE,"C170-C173,C178-C179","SARCOMA, NOS",882,8825/3,Myofibroblastic sarcoma
SMALL INTESTINE,"C170-C173,C178-C179",LIPOSARCOMA NEOPLASMS,885,8850/3,"Liposarcoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",LIPOSARCOMA NEOPLASMS,885,8851/3,"Liposarcoma, well differentiated"
SMALL INTESTINE,"C170-C173,C178-C179",LIPOSARCOMA NEOPLASMS,885,8852/3,Myxoid liposarcoma
SMALL INTESTINE,"C170-C173,C178-C179",LIPOSARCOMA NEOPLASMS,885,8853/3,Round cell liposarcoma
SMALL INTESTINE,"C170-C173,C178-C179",LIPOSARCOMA NEOPLASMS,885,8854/3,Pleomorphic liposarcoma
SMALL INTESTINE,"C170-C173,C178-C179",LIPOSARCOMA NEOPLASMS,885,8855/3,Mixed type liposarcoma
SMALL INTESTINE,"C170-C173,C178-C179",LIPOSARCOMA NEOPLASMS,885,8857/3,Fibroblastic liposarcoma
SMALL INTESTINE,"C170-C173,C178-C179",LIPOSARCOMA NEOPLASMS,885,8858/3,Dedifferentiated liposarcoma
SMALL INTESTINE,"C170-C173,C178-C179",MYOMATOUS NEOPLASMS,889,8890/3,"Leiomyosarcoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",MYOMATOUS NEOPLASMS,889,8891/3,Epithelioid leiomyosarcoma
SMALL INTESTINE,"C170-C173,C178-C179",MYOMATOUS NEOPLASMS,889,8894/3,Angiomyosarcoma
SMALL INTESTINE,"C170-C173,C178-C179",MYOMATOUS NEOPLASMS,889,8895/3,Myosarcoma
SMALL INTESTINE,"C170-C173,C178-C179",MYOMATOUS NEOPLASMS,889,8896/3,Myxoid leiomyosarcoma
SMALL INTESTINE,"C170-C173,C178-C179",STROMAL SARCOMA,893,8934/3,Carcinofibroma
SMALL INTESTINE,"C170-C173,C178-C179",STROMAL SARCOMA,893,8935/3,"Stromal sarcoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",STROMAL SARCOMA,893,8936/3,Gastrointestinal stromal sarcoma
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOSARCOMA, NOS",898,8980/3,"Carcinosarcoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOSARCOMA, NOS",898,8981/3,"Carcinosarcoma, embryonal type"
SMALL INTESTINE,"C170-C173,C178-C179","CARCINOSARCOMA, NOS",898,8982/3,Malignant myoepithelioma
SMALL INTESTINE,"C170-C173,C178-C179","MALIGNANT LYMPHOMA, NOS",959,9590/3,"Malignant lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","MALIGNANT LYMPHOMA, NOS",959,9591/3,"Malignant lymphoma, non-Hodgkin"
SMALL INTESTINE,"C170-C173,C178-C179","MALIGNANT LYMPHOMA, NOS",959,9596/3,Composite Hodgkin and non-Hodgkin lymphoma
SMALL INTESTINE,"C170-C173,C178-C179",HODGKIN LYMPHOMA,965,9650/3,"Hodgkin lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",HODGKIN LYMPHOMA,965,9651/3,"Hodgkin lymphoma, lymphocyte-rich"
SMALL INTESTINE,"C170-C173,C178-C179",HODGKIN LYMPHOMA,965,9652/3,"Hodgkin lymphoma, mixed cellularity, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",HODGKIN LYMPHOMA,965,9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS"
SMALL INTESTINE,"C170-C173,C178-C179",HODGKIN LYMPHOMA,965,9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis"
SMALL INTESTINE,"C170-C173,C178-C179",HODGKIN LYMPHOMA,965,9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular"
SMALL INTESTINE,"C170-C173,C178-C179",HODGKIN LYMPHOMA,965,9659/3,"Hodgkin lymph., nodular lymphocyte predom."
SMALL INTESTINE,"C170-C173,C178-C179","HODGKIN LYMPHOMA, NOD. SCLER.",966,9661/3,Hodgkin granuloma [obs]
SMALL INTESTINE,"C170-C173,C178-C179","HODGKIN LYMPHOMA, NOD. SCLER.",966,9662/3,Hodgkin sarcoma [obs]
SMALL INTESTINE,"C170-C173,C178-C179","HODGKIN LYMPHOMA, NOD. SCLER.",966,9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","HODGKIN LYMPHOMA, NOD. SCLER.",966,9664/3,"Hodgkin lymphoma, nod. scler., cellular phase"
SMALL INTESTINE,"C170-C173,C178-C179","HODGKIN LYMPHOMA, NOD. SCLER.",966,9665/3,"Hodgkin lymphoma, nod. scler., grade 1"
SMALL INTESTINE,"C170-C173,C178-C179","HODGKIN LYMPHOMA, NOD. SCLER.",966,9667/3,"Hodgkin lymphoma, nod. scler., grade 2"
SMALL INTESTINE,"C170-C173,C178-C179","ML, SMALL B-CELL LYMPHOCYTIC",967,9670/3,"ML, small B lymphocytic, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","ML, SMALL B-CELL LYMPHOCYTIC",967,9671/3,"ML, lymphoplasmacytic"
SMALL INTESTINE,"C170-C173,C178-C179","ML, SMALL B-CELL LYMPHOCYTIC",967,9673/3,Mantle cell lymphoma
SMALL INTESTINE,"C170-C173,C178-C179","ML, SMALL B-CELL LYMPHOCYTIC",967,9675/3,"ML, mixed sm. and lg. cell, diffuse"
SMALL INTESTINE,"C170-C173,C178-C179","ML, LARGE B-CELL, DIFFUSE",968,9680/3,"ML, large B-cell, diffuse"
SMALL INTESTINE,"C170-C173,C178-C179","ML, LARGE B-CELL, DIFFUSE",968,9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","ML, LARGE B-CELL, DIFFUSE",968,9687/3,"Burkitt lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","ML, LARGE B-CELL, DIFFUSE",968,9688/3,T-cell histiocyte rich large B-cell lymphoma
SMALL INTESTINE,"C170-C173,C178-C179","FOLLIC. & MARGINAL LYMPH, NOS",969,9690/3,"Follicular lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179","FOLLIC. & MARGINAL LYMPH, NOS",969,9691/3,"Follicular lymphoma, grade 2"
SMALL INTESTINE,"C170-C173,C178-C179","FOLLIC. & MARGINAL LYMPH, NOS",969,9695/3,"Follicular lymphoma, grade 1"
SMALL INTESTINE,"C170-C173,C178-C179","FOLLIC. & MARGINAL LYMPH, NOS",969,9698/3,"Follicular lymphoma, grade 3"
SMALL INTESTINE,"C170-C173,C178-C179","FOLLIC. & MARGINAL LYMPH, NOS",969,9699/3,"Marginal zone B-cell lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",T-CELL LYMPHOMAS,970,9701/3,Sezary syndrome
SMALL INTESTINE,"C170-C173,C178-C179",T-CELL LYMPHOMAS,970,9702/3,"Mature T-cell lymphoma, NOS"
SMALL INTESTINE,"C170-C173,C178-C179",T-CELL LYMPHOMAS,970,9705/3,Angioimmunoblastic T-cell lymphoma
