Category Key,Category Name,Group Key,Group Name,Description
diagnosis,Diagnosis ICD-10,C54.2,C54.2,Malignant neoplasm: Myometrium
diagnosis,Diagnosis ICD-10,C54.3,C54.3,Malignant neoplasm: Fundus uteri
diagnosis,Diagnosis ICD-10,C54.8,C54.8,Malignant neoplasm: Overlapping lesion of corpus uteri
diagnosis,Diagnosis ICD-10,C54.9,C54.9,"Malignant neoplasm: Corpus uteri, unspecified"
diagnosis,Diagnosis ICD-10,C54,C54,Malignant neoplasm of corpus uteri
diagnosis,Diagnosis ICD-10,C55,C55,"Malignant neoplasm of uterus, part unspecified"
diagnosis,Diagnosis ICD-10,C56,C56,Malignant neoplasm of ovary
diagnosis,Diagnosis ICD-10,C57.%,C57.%,Malignant neoplasm of other and unspecified female genital organs
diagnosis,Diagnosis ICD-10,C57.0,C57.0,Malignant neoplasm: Fallopian tube
diagnosis,Diagnosis ICD-10,C57.1,C57.1,Malignant neoplasm: Broad ligament
diagnosis,Diagnosis ICD-10,C57.2,C57.2,Malignant neoplasm: Round ligament
diagnosis,Diagnosis ICD-10,C57.3,C57.3,Malignant neoplasm: Parametrium
diagnosis,Diagnosis ICD-10,C57.4,C57.4,"Malignant neoplasm: Uterine adnexa, unspecified"
diagnosis,Diagnosis ICD-10,C57.7,C57.7,Malignant neoplasm: Other specified female genital organs
diagnosis,Diagnosis ICD-10,C57.8,C57.8,Malignant neoplasm: Overlapping lesion of female genital organs
diagnosis,Diagnosis ICD-10,C57.9,C57.9,"Malignant neoplasm: Female genital organ, unspecified"
diagnosis,Diagnosis ICD-10,C57,C57,Malignant neoplasm of other and unspecified female genital organs
diagnosis,Diagnosis ICD-10,C58,C58,Malignant neoplasm of placenta
diagnosis,Diagnosis ICD-10,C60.%,C60.%,Malignant neoplasm of penis
diagnosis,Diagnosis ICD-10,C60.0,C60.0,Malignant neoplasm: Prepuce
diagnosis,Diagnosis ICD-10,C60.1,C60.1,Malignant neoplasm: Glans penis
diagnosis,Diagnosis ICD-10,C60.2,C60.2,Malignant neoplasm: Body of penis
diagnosis,Diagnosis ICD-10,C60.8,C60.8,Malignant neoplasm: Overlapping lesion of penis
diagnosis,Diagnosis ICD-10,C60.9,C60.9,"Malignant neoplasm: Penis, unspecified"
diagnosis,Diagnosis ICD-10,C60,C60,Malignant neoplasm of penis
diagnosis,Diagnosis ICD-10,C61,C61,Malignant neoplasm of prostate
diagnosis,Diagnosis ICD-10,C62.%,C62.%,Malignant neoplasm of testis
diagnosis,Diagnosis ICD-10,C62.0,C62.0,Malignant neoplasm: Undescended testis
diagnosis,Diagnosis ICD-10,C62.1,C62.1,Malignant neoplasm: Descended testis
diagnosis,Diagnosis ICD-10,C62.9,C62.9,"Malignant neoplasm: Testis, unspecified"
diagnosis,Diagnosis ICD-10,C62,C62,Malignant neoplasm of testis
diagnosis,Diagnosis ICD-10,C63.%,C63.%,Malignant neoplasm of other and unspecified male genital organs
diagnosis,Diagnosis ICD-10,C63.0,C63.0,Malignant neoplasm: Epididymis
diagnosis,Diagnosis ICD-10,C63.1,C63.1,Malignant neoplasm: Spermatic cord
diagnosis,Diagnosis ICD-10,C63.2,C63.2,Malignant neoplasm: Scrotum
diagnosis,Diagnosis ICD-10,C63.7,C63.7,Malignant neoplasm: Other specified male genital organs
diagnosis,Diagnosis ICD-10,C63.8,C63.8,Malignant neoplasm: Overlapping lesion of male genital organs
diagnosis,Diagnosis ICD-10,C63.9,C63.9,"Malignant neoplasm: Male genital organ, unspecified"
diagnosis,Diagnosis ICD-10,C63,C63,Malignant neoplasm of other and unspecified male genital organs
diagnosis,Diagnosis ICD-10,C64,C64,"Malignant neoplasm of kidney, except renal pelvis"
diagnosis,Diagnosis ICD-10,C65,C65,Malignant neoplasm of renal pelvis
diagnosis,Diagnosis ICD-10,C66,C66,Malignant neoplasm of ureter
diagnosis,Diagnosis ICD-10,C67.%,C67.%,Malignant neoplasm of bladder
diagnosis,Diagnosis ICD-10,C67.0,C67.0,Malignant neoplasm: Trigone of bladder
diagnosis,Diagnosis ICD-10,C67.1,C67.1,Malignant neoplasm: Dome of bladder
diagnosis,Diagnosis ICD-10,C67.2,C67.2,Malignant neoplasm: Lateral wall of bladder
diagnosis,Diagnosis ICD-10,C67.3,C67.3,Malignant neoplasm: Anterior wall of bladder
diagnosis,Diagnosis ICD-10,C67.4,C67.4,Malignant neoplasm: Posterior wall of bladder
diagnosis,Diagnosis ICD-10,C67.5,C67.5,Malignant neoplasm: Bladder neck
diagnosis,Diagnosis ICD-10,C67.6,C67.6,Malignant neoplasm: Ureteric orifice
diagnosis,Diagnosis ICD-10,C67.7,C67.7,Malignant neoplasm: Urachus
diagnosis,Diagnosis ICD-10,C67.8,C67.8,Malignant neoplasm: Overlapping lesion of bladder
diagnosis,Diagnosis ICD-10,C67.9,C67.9,"Malignant neoplasm: Bladder, unspecified"
diagnosis,Diagnosis ICD-10,C67,C67,Malignant neoplasm of bladder
diagnosis,Diagnosis ICD-10,C68.%,C68.%,Malignant neoplasm of other and unspecified urinary organs
diagnosis,Diagnosis ICD-10,C68.0,C68.0,Malignant neoplasm: Urethra
diagnosis,Diagnosis ICD-10,C68.1,C68.1,Malignant neoplasm: Paraurethral gland
diagnosis,Diagnosis ICD-10,C68.8,C68.8,Malignant neoplasm: Overlapping lesion of urinary organs
diagnosis,Diagnosis ICD-10,C68.9,C68.9,"Malignant neoplasm: Urinary organ, unspecified"
diagnosis,Diagnosis ICD-10,C68,C68,Malignant neoplasm of other and unspecified urinary organs
diagnosis,Diagnosis ICD-10,C69.%,C69.%,Malignant neoplasm of eye and adnexa
diagnosis,Diagnosis ICD-10,C69.0,C69.0,Malignant neoplasm: Conjunctiva
diagnosis,Diagnosis ICD-10,C69.1,C69.1,Malignant neoplasm: Cornea
diagnosis,Diagnosis ICD-10,C69.2,C69.2,Malignant neoplasm: Retina
diagnosis,Diagnosis ICD-10,C69.3,C69.3,Malignant neoplasm: Choroid
diagnosis,Diagnosis ICD-10,C69.4,C69.4,Malignant neoplasm: Ciliary body
diagnosis,Diagnosis ICD-10,C69.5,C69.5,Malignant neoplasm: Lacrimal gland and duct
diagnosis,Diagnosis ICD-10,C69.6,C69.6,Malignant neoplasm: Orbit
diagnosis,Diagnosis ICD-10,C69.8,C69.8,Malignant neoplasm: Overlapping lesion of eye and adnexa
diagnosis,Diagnosis ICD-10,C69.9,C69.9,"Malignant neoplasm: Eye, unspecified"
diagnosis,Diagnosis ICD-10,C69,C69,Malignant neoplasm of eye and adnexa
diagnosis,Diagnosis ICD-10,C70.%,C70.%,Malignant neoplasm of meninges
diagnosis,Diagnosis ICD-10,C70.0,C70.0,Malignant neoplasm: Cerebral meninges
diagnosis,Diagnosis ICD-10,C70.1,C70.1,Malignant neoplasm: Spinal meninges
diagnosis,Diagnosis ICD-10,C70.9,C70.9,"Malignant neoplasm: Meninges, unspecified"
diagnosis,Diagnosis ICD-10,C70,C70,Malignant neoplasm of meninges
diagnosis,Diagnosis ICD-10,C71.%,C71.%,Malignant neoplasm of brain
diagnosis,Diagnosis ICD-10,C71.0,C71.0,"Malignant neoplasm: Cerebrum, except lobes and ventricles"
diagnosis,Diagnosis ICD-10,C71.1,C71.1,Malignant neoplasm: Frontal lobe
diagnosis,Diagnosis ICD-10,C71.2,C71.2,Malignant neoplasm: Temporal lobe
diagnosis,Diagnosis ICD-10,C71.3,C71.3,Malignant neoplasm: Parietal lobe
diagnosis,Diagnosis ICD-10,C71.4,C71.4,Malignant neoplasm: Occipital lobe
diagnosis,Diagnosis ICD-10,C71.5,C71.5,Malignant neoplasm: Cerebral ventricle
diagnosis,Diagnosis ICD-10,C71.6,C71.6,Malignant neoplasm: Cerebellum
diagnosis,Diagnosis ICD-10,C71.7,C71.7,Malignant neoplasm: Brain stem
diagnosis,Diagnosis ICD-10,C71.8,C71.8,Malignant neoplasm: Overlapping lesion of brain
diagnosis,Diagnosis ICD-10,C71.9,C71.9,"Malignant neoplasm: Brain, unspecified"
diagnosis,Diagnosis ICD-10,C71,C71,Malignant neoplasm of brain
diagnosis,Diagnosis ICD-10,C72.%,C72.%,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system"
diagnosis,Diagnosis ICD-10,C72.0,C72.0,Malignant neoplasm: Spinal cord
diagnosis,Diagnosis ICD-10,C72.1,C72.1,Malignant neoplasm: Cauda equina
diagnosis,Diagnosis ICD-10,C72.2,C72.2,Malignant neoplasm: Olfactory nerve
diagnosis,Diagnosis ICD-10,C72.3,C72.3,Malignant neoplasm: Optic nerve
diagnosis,Diagnosis ICD-10,C72.4,C72.4,Malignant neoplasm: Acoustic nerve
diagnosis,Diagnosis ICD-10,C72.5,C72.5,Malignant neoplasm: Other and unspecified cranial nerves
diagnosis,Diagnosis ICD-10,C72.8,C72.8,Malignant neoplasm: Overlapping lesion of brain and other parts of central nervous system
diagnosis,Diagnosis ICD-10,C72.9,C72.9,"Malignant neoplasm: Central nervous system, unspecified"
diagnosis,Diagnosis ICD-10,C72,C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system"
diagnosis,Diagnosis ICD-10,C73,C73,Malignant neoplasm of thyroid gland
diagnosis,Diagnosis ICD-10,C74.%,C74.%,Malignant neoplasm of adrenal gland
diagnosis,Diagnosis ICD-10,C74.0,C74.0,Malignant neoplasm: Cortex of adrenal gland
diagnosis,Diagnosis ICD-10,C74.1,C74.1,Malignant neoplasm: Medulla of adrenal gland
diagnosis,Diagnosis ICD-10,C74.9,C74.9,"Malignant neoplasm: Adrenal gland, unspecified"
diagnosis,Diagnosis ICD-10,C74,C74,Malignant neoplasm of adrenal gland
diagnosis,Diagnosis ICD-10,C75.%,C75.%,Malignant neoplasm of other endocrine glands and related structures
diagnosis,Diagnosis ICD-10,C75.0,C75.0,Malignant neoplasm: Parathyroid gland
diagnosis,Diagnosis ICD-10,C75.1,C75.1,Malignant neoplasm: Pituitary gland
diagnosis,Diagnosis ICD-10,C75.2,C75.2,Malignant neoplasm: Craniopharyngeal duct
diagnosis,Diagnosis ICD-10,C75.3,C75.3,Malignant neoplasm: Pineal gland
diagnosis,Diagnosis ICD-10,C75.4,C75.4,Malignant neoplasm: Carotid body
diagnosis,Diagnosis ICD-10,C75.5,C75.5,Malignant neoplasm: Aortic body and other paraganglia
diagnosis,Diagnosis ICD-10,C75.8,C75.8,"Malignant neoplasm: Pluriglandular involvement, unspecified"
diagnosis,Diagnosis ICD-10,C75.9,C75.9,"Malignant neoplasm: Endocrine gland, unspecified"
diagnosis,Diagnosis ICD-10,C75,C75,Malignant neoplasm of other endocrine glands and related structures
diagnosis,Diagnosis ICD-10,C76.%,C76.%,Malignant neoplasm of other and ill-defined sites
diagnosis,Diagnosis ICD-10,C76.0,C76.0,"Malignant neoplasm of other and ill-defined sites: Head, face and neck"
diagnosis,Diagnosis ICD-10,C76.1,C76.1,Malignant neoplasm of other and ill-defined sites: Thorax
diagnosis,Diagnosis ICD-10,C76.2,C76.2,Malignant neoplasm of other and ill-defined sites: Abdomen
diagnosis,Diagnosis ICD-10,C76.3,C76.3,Malignant neoplasm of other and ill-defined sites: Pelvis
diagnosis,Diagnosis ICD-10,C76.4,C76.4,Malignant neoplasm of other and ill-defined sites: Upper limb
diagnosis,Diagnosis ICD-10,C76.5,C76.5,Malignant neoplasm of other and ill-defined sites: Lower limb
diagnosis,Diagnosis ICD-10,C76.7,C76.7,Malignant neoplasm of other and ill-defined sites: Other ill-defined sites
diagnosis,Diagnosis ICD-10,C76.8,C76.8,Malignant neoplasm of other and ill-defined sites: Overlapping lesion of other and ill-defined sites
diagnosis,Diagnosis ICD-10,C76,C76,Malignant neoplasm of other and ill-defined sites
diagnosis,Diagnosis ICD-10,C77.%,C77.%,Secondary and unspecified malignant neoplasm of lymph nodes
diagnosis,Diagnosis ICD-10,C77.0,C77.0,"Secondary and unspecified malignant neoplasm: Lymph nodes of head, face and neck"
diagnosis,Diagnosis ICD-10,C77.1,C77.1,Secondary and unspecified malignant neoplasm: Intrathoracic lymph nodes
diagnosis,Diagnosis ICD-10,C77.2,C77.2,Secondary and unspecified malignant neoplasm: Intra-abdominal lymph nodes
diagnosis,Diagnosis ICD-10,C77.3,C77.3,Secondary and unspecified malignant neoplasm: Axillary and upper limb lymph nodes
diagnosis,Diagnosis ICD-10,C77.4,C77.4,Secondary and unspecified malignant neoplasm: Inguinal and lower limb lymph nodes
diagnosis,Diagnosis ICD-10,C77.5,C77.5,Secondary and unspecified malignant neoplasm: Intrapelvic lymph nodes
diagnosis,Diagnosis ICD-10,C77.8,C77.8,Secondary and unspecified malignant neoplasm: Lymph nodes of multiple regions
diagnosis,Diagnosis ICD-10,C77.9,C77.9,"Secondary and unspecified malignant neoplasm: Lymph node, unspecified"
diagnosis,Diagnosis ICD-10,C77,C77,Secondary and unspecified malignant neoplasm of lymph nodes
diagnosis,Diagnosis ICD-10,C78.%,C78.%,Secondary malignant neoplasm of respiratory and digestive organs
diagnosis,Diagnosis ICD-10,C78.0,C78.0,Secondary malignant neoplasm of lung
diagnosis,Diagnosis ICD-10,C78.1,C78.1,Secondary malignant neoplasm of mediastinum
diagnosis,Diagnosis ICD-10,C78.2,C78.2,Secondary malignant neoplasm of pleura
diagnosis,Diagnosis ICD-10,C78.3,C78.3,Secondary malignant neoplasm of other and unspecified respiratory organs
diagnosis,Diagnosis ICD-10,C78.4,C78.4,Secondary malignant neoplasm of small intestine
diagnosis,Diagnosis ICD-10,C78.5,C78.5,Secondary malignant neoplasm of large intestine and rectum
diagnosis,Diagnosis ICD-10,C78.6,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum
diagnosis,Diagnosis ICD-10,C78.7,C78.7,Secondary malignant neoplasm of liver and intrahepatic bile duct
diagnosis,Diagnosis ICD-10,C78.8,C78.8,Secondary malignant neoplasm of other and unspecified digestive organs
diagnosis,Diagnosis ICD-10,C78,C78,Secondary malignant neoplasm of respiratory and digestive organs
diagnosis,Diagnosis ICD-10,C79.%,C79.%,Secondary malignant neoplasm of other and unspecified sites
diagnosis,Diagnosis ICD-10,C79.0,C79.0,Secondary malignant neoplasm of kidney and renal pelvis
diagnosis,Diagnosis ICD-10,C79.1,C79.1,Secondary malignant neoplasm of bladder and other and unspecified urinary organs
diagnosis,Diagnosis ICD-10,C79.2,C79.2,Secondary malignant neoplasm of skin
diagnosis,Diagnosis ICD-10,C79.3,C79.3,Secondary malignant neoplasm of brain and cerebral meninges
diagnosis,Diagnosis ICD-10,C79.4,C79.4,Secondary malignant neoplasm of other and unspecified parts of nervous system
diagnosis,Diagnosis ICD-10,C79.5,C79.5,Secondary malignant neoplasm of bone and bone marrow
diagnosis,Diagnosis ICD-10,C79.6,C79.6,Secondary malignant neoplasm of ovary
diagnosis,Diagnosis ICD-10,C79.7,C79.7,Secondary malignant neoplasm of adrenal gland
diagnosis,Diagnosis ICD-10,C79.8,C79.8,Secondary malignant neoplasm of other specified sites
diagnosis,Diagnosis ICD-10,C79.9,C79.9,"Secondary malignant neoplasm, unspecified site"
diagnosis,Diagnosis ICD-10,C79,C79,Secondary malignant neoplasm of other and unspecified sites
diagnosis,Diagnosis ICD-10,C80.%,C80.%,"Malignant neoplasm, without specification of site"
diagnosis,Diagnosis ICD-10,C80.0,C80.0,"Malignant neoplasm, primary site unknown, so stated"
diagnosis,Diagnosis ICD-10,C80.9,C80.9,"Malignant neoplasm, primary site unspecified"
diagnosis,Diagnosis ICD-10,C80,C80,"Malignant neoplasm, without specification of site"
diagnosis,Diagnosis ICD-10,C81.%,C81.%,Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C81.0,C81.0,Nodular lymphocyte predominant Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C81.1,C81.1,Nodular sclerosis classical Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C81.2,C81.2,Mixed cellularity classical Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C81.3,C81.3,Lymphocyte depleted classical Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C81.4,C81.4,Lymphocyte-rich (classical) Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C81.7,C81.7,Other classical Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C81.9,C81.9,"Hodgkin lymphoma, unspecified"
diagnosis,Diagnosis ICD-10,C81,C81,Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C82.%,C82.%,Follicular lymphoma
diagnosis,Diagnosis ICD-10,C82.0,C82.0,Follicular lymphoma grade I
diagnosis,Diagnosis ICD-10,C82.1,C82.1,Follicular lymphoma grade II
diagnosis,Diagnosis ICD-10,C82.2,C82.2,"Follicular lymphoma grade III, unspecified"
diagnosis,Diagnosis ICD-10,C82.3,C82.3,Follicular lymphoma grade IIIa
diagnosis,Diagnosis ICD-10,C82.4,C82.4,Follicular lymphoma grade IIIb
diagnosis,Diagnosis ICD-10,C82.5,C82.5,Diffuse follicle centre lymphoma
diagnosis,Diagnosis ICD-10,C82.6,C82.6,Cutaneous follicle centre lymphoma
diagnosis,Diagnosis ICD-10,C82.7,C82.7,Other types of follicular lymphoma
diagnosis,Diagnosis ICD-10,C82.9,C82.9,"Follicular lymphoma, unspecified"
diagnosis,Diagnosis ICD-10,C82,C82,Follicular lymphoma
diagnosis,Diagnosis ICD-10,C83.%,C83.%,Non-follicular lymphoma
diagnosis,Diagnosis ICD-10,C83.0,C83.0,Small cell B-cell lymphoma
diagnosis,Diagnosis ICD-10,C83.1,C83.1,Mantle cell lymphoma
diagnosis,Diagnosis ICD-10,C83.3,C83.3,Diffuse large B-cell lymphoma
diagnosis,Diagnosis ICD-10,C83.5,C83.5,Lymphoblastic (diffuse) lymphoma
diagnosis,Diagnosis ICD-10,C83.7,C83.7,Burkitt lymphoma
diagnosis,Diagnosis ICD-10,C83.8,C83.8,Other non-follicular lymphoma
diagnosis,Diagnosis ICD-10,C83.9,C83.9,"Non-follicular (diffuse) lymphoma, unspecified"
diagnosis,Diagnosis ICD-10,C83,C83,Non-follicular lymphoma
diagnosis,Diagnosis ICD-10,C84.%,C84.%,Mature T/NK-cell lymphomas
diagnosis,Diagnosis ICD-10,C84.0,C84.0,Mycosis fungoides
diagnosis,Diagnosis ICD-10,C84.1,C84.1,Sézary disease
diagnosis,Diagnosis ICD-10,C84.4,C84.4,"Peripheral T-cell lymphoma, not elsewhere classified"
diagnosis,Diagnosis ICD-10,C84.5,C84.5,Other mature T/NK-cell lymphomas
diagnosis,Diagnosis ICD-10,C84.6,C84.6,"Anaplastic large cell lymphoma, ALK-positive"
diagnosis,Diagnosis ICD-10,C84.7,C84.7,"Anaplastic large cell lymphoma, ALK-negative"
diagnosis,Diagnosis ICD-10,C84.8,C84.8,"Cutaneous T-cell lymphoma, unspecified"
diagnosis,Diagnosis ICD-10,C84.9,C84.9,"Mature T/NK-cell lymphoma, unspecified"
diagnosis,Diagnosis ICD-10,C84,C84,Mature T/NK-cell lymphomas
diagnosis,Diagnosis ICD-10,C85.%,C85.%,Other and unspecified types of non-Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C85.1,C85.1,"B-cell lymphoma, unspecified"
diagnosis,Diagnosis ICD-10,C85.2,C85.2,Mediastinal (thymic) large B-cell lymphoma
diagnosis,Diagnosis ICD-10,C85.7,C85.7,Other specified types of non-Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C85.9,C85.9,"Non-Hodgkin lymphoma, unspecified"
diagnosis,Diagnosis ICD-10,C85,C85,Other and unspecified types of non-Hodgkin lymphoma
diagnosis,Diagnosis ICD-10,C86.%,C86.%,Other specified types of T/NK-cell lymphoma
diagnosis,Diagnosis ICD-10,C86.0,C86.0,"Extranodal NK/T-cell lymphoma, nasal type"
diagnosis,Diagnosis ICD-10,C86.1,C86.1,Hepatosplenic T-cell lymphoma
diagnosis,Diagnosis ICD-10,C86.2,C86.2,Enteropathy-type (intestinal) T-cell lymphoma
diagnosis,Diagnosis ICD-10,C86.3,C86.3,Subcutaneous panniculitis-like T-cell lymphoma
diagnosis,Diagnosis ICD-10,C86.4,C86.4,Blastic NK-cell lymphoma
diagnosis,Diagnosis ICD-10,C86.5,C86.5,Angioimmunoblastic T-cell lymphoma
diagnosis,Diagnosis ICD-10,C86.6,C86.6,Primary cutaneous CD30-positive T-cell proliferations
diagnosis,Diagnosis ICD-10,C86,C86,Other specified types of T/NK-cell lymphoma
diagnosis,Diagnosis ICD-10,C88.%,C88.%,Malignant immunoproliferative diseases
diagnosis,Diagnosis ICD-10,C88.0,C88.0,Waldenström macroglobulinaemia
diagnosis,Diagnosis ICD-10,C88.2,C88.2,Other heavy chain disease
diagnosis,Diagnosis ICD-10,C88.3,C88.3,Immunoproliferative small intestinal disease
diagnosis,Diagnosis ICD-10,C88.4,C88.4,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma]
diagnosis,Diagnosis ICD-10,C88.7,C88.7,Other malignant immunoproliferative diseases
diagnosis,Diagnosis ICD-10,C88.9,C88.9,"Malignant immunoproliferative disease, unspecified"
diagnosis,Diagnosis ICD-10,C88,C88,Malignant immunoproliferative diseases
diagnosis,Diagnosis ICD-10,C90.%,C90.%,Multiple myeloma and malignant plasma cell neoplasms
diagnosis,Diagnosis ICD-10,C90.0,C90.0,Multiple myeloma
diagnosis,Diagnosis ICD-10,C90.1,C90.1,Plasma cell leukaemia
diagnosis,Diagnosis ICD-10,C90.2,C90.2,Extramedullary plasmacytoma
diagnosis,Diagnosis ICD-10,C90.3,C90.3,Solitary plasmacytoma
diagnosis,Diagnosis ICD-10,C90,C90,Multiple myeloma and malignant plasma cell neoplasms
diagnosis,Diagnosis ICD-10,C91.%,C91.%,Lymphoid leukaemia
diagnosis,Diagnosis ICD-10,C91.0,C91.0,Acute lymphoblastic leukaemia [ALL]
diagnosis,Diagnosis ICD-10,C91.1,C91.1,Chronic lymphocytic leukaemia of B-cell type
diagnosis,Diagnosis ICD-10,C91.3,C91.3,Prolymphocytic leukaemia of B-cell type
diagnosis,Diagnosis ICD-10,C91.4,C91.4,Hairy-cell leukaemia
diagnosis,Diagnosis ICD-10,C91.5,C91.5,Adult T-cell lymphoma/leukaemia [HTLV-1-associated]
diagnosis,Diagnosis ICD-10,C91.6,C91.6,Prolymphocytic leukaemia of T-cell type
diagnosis,Diagnosis ICD-10,C91.7,C91.7,Other lymphoid leukaemia
diagnosis,Diagnosis ICD-10,C91.8,C91.8,Mature B-cell leukaemia Burkitt-type
diagnosis,Diagnosis ICD-10,C91.9,C91.9,"Lymphoid leukaemia, unspecified"
diagnosis,Diagnosis ICD-10,C91,C91,Lymphoid leukaemia
diagnosis,Diagnosis ICD-10,C92.%,C92.%,Myeloid leukaemia
diagnosis,Diagnosis ICD-10,C92.0,C92.0,Acute myeloblastic leukaemia [AML]
diagnosis,Diagnosis ICD-10,C92.1,C92.1,"Chronic myeloid leukaemia [CML], BCR/ABL-positive"
diagnosis,Diagnosis ICD-10,C92.2,C92.2,"Atypical chronic myeloid leukaemia, BCR/ABL- negative"
diagnosis,Diagnosis ICD-10,C92.3,C92.3,Myeloid sarcoma
diagnosis,Diagnosis ICD-10,C92.4,C92.4,Acute promyelocytic leukaemia [PML]
diagnosis,Diagnosis ICD-10,C92.5,C92.5,Acute myelomonocytic leukaemia
diagnosis,Diagnosis ICD-10,C92.6,C92.6,Acute myeloid leukaemia with 11q23-abnormality
diagnosis,Diagnosis ICD-10,C92.7,C92.7,Other myeloid leukaemia
diagnosis,Diagnosis ICD-10,C92.8,C92.8,Acute myeloid leukaemia with multilineage dysplasia
diagnosis,Diagnosis ICD-10,C92.9,C92.9,"Myeloid leukaemia, unspecified"
diagnosis,Diagnosis ICD-10,C92,C92,Myeloid leukaemia
diagnosis,Diagnosis ICD-10,C93.%,C93.%,Monocytic leukaemia
diagnosis,Diagnosis ICD-10,C93.0,C93.0,Acute monoblastic/monocytic leukaemia
diagnosis,Diagnosis ICD-10,C93.1,C93.1,Chronic myelomonocytic leukaemia
diagnosis,Diagnosis ICD-10,C93.3,C93.3,Juvenile myelomonocytic leukaemia
diagnosis,Diagnosis ICD-10,C93.7,C93.7,Other monocytic leukaemia
diagnosis,Diagnosis ICD-10,C93.9,C93.9,"Monocytic leukaemia, unspecified"
diagnosis,Diagnosis ICD-10,C93,C93,Monocytic leukaemia
diagnosis,Diagnosis ICD-10,C94.%,C94.%,Other leukaemias of specified cell type
diagnosis,Diagnosis ICD-10,C94.0,C94.0,Acute erythroid leukaemia
diagnosis,Diagnosis ICD-10,C94.2,C94.2,Acute megakaryoblastic leukaemia
diagnosis,Diagnosis ICD-10,C94.3,C94.3,Mast cell leukaemia
diagnosis,Diagnosis ICD-10,C94.4,C94.4,Acute panmyelosis with myelofibrosis
diagnosis,Diagnosis ICD-10,C94.6,C94.6,"Myelodysplastic and myeloproliferative disease, not elsewhere classified"
diagnosis,Diagnosis ICD-10,C94.7,C94.7,Other specified leukaemias
diagnosis,Diagnosis ICD-10,C94,C94,Other leukaemias of specified cell type
diagnosis,Diagnosis ICD-10,C95.%,C95.%,Leukaemia of unspecified cell type
diagnosis,Diagnosis ICD-10,C95.0,C95.0,Acute leukaemia of unspecified cell type
diagnosis,Diagnosis ICD-10,C95.1,C95.1,Chronic leukaemia of unspecified cell type
diagnosis,Diagnosis ICD-10,C95.7,C95.7,Other leukaemia of unspecified cell type
diagnosis,Diagnosis ICD-10,C95.9,C95.9,"Leukaemia, unspecified"
diagnosis,Diagnosis ICD-10,C95,C95,Leukaemia of unspecified cell type
diagnosis,Diagnosis ICD-10,C96.%,C96.%,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue"
diagnosis,Diagnosis ICD-10,C96.0,C96.0,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease]
diagnosis,Diagnosis ICD-10,C96.2,C96.2,Malignant mast cell tumour
diagnosis,Diagnosis ICD-10,C96.4,C96.4,Sarcoma of dendritic cells (accessory cells)
diagnosis,Diagnosis ICD-10,C96.5,C96.5,Multifocal and unisystemic Langerhans-cell histiocytosis
diagnosis,Diagnosis ICD-10,C96.6,C96.6,Unifocal Langerhans-cell histiocytosis
diagnosis,Diagnosis ICD-10,C96.7,C96.7,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue"
diagnosis,Diagnosis ICD-10,C96.8,C96.8,Histiocytic sarcoma
diagnosis,Diagnosis ICD-10,C96.9,C96.9,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified"
diagnosis,Diagnosis ICD-10,C96,C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue"
diagnosis,Diagnosis ICD-10,D,D,All ICD10 Codes of D
diagnosis,Diagnosis ICD-10,D00.%,D00.%,"Carcinoma in situ of oral cavity, oesophagus and stomach"
diagnosis,Diagnosis ICD-10,D00.0,D00.0,"Carcinoma in situ: Lip, oral cavity and pharynx"
diagnosis,Diagnosis ICD-10,D00.1,D00.1,Carcinoma in situ: Oesophagus
diagnosis,Diagnosis ICD-10,D00.2,D00.2,Carcinoma in situ: Stomach
diagnosis,Diagnosis ICD-10,D00,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach"
diagnosis,Diagnosis ICD-10,D01.%,D01.%,Carcinoma in situ of other and unspecified digestive organs
diagnosis,Diagnosis ICD-10,D01.0,D01.0,Carcinoma in situ: Colon
diagnosis,Diagnosis ICD-10,D01.1,D01.1,Carcinoma in situ: Rectosigmoid junction
diagnosis,Diagnosis ICD-10,D01.2,D01.2,Carcinoma in situ: Rectum
diagnosis,Diagnosis ICD-10,D01.3,D01.3,Carcinoma in situ: Anus and anal canal
diagnosis,Diagnosis ICD-10,D01.4,D01.4,Carcinoma in situ: Other and unspecified parts of intestine
